SPILL ID,LAT,LON,SPILL CAUSE,FILE,x,y,start_date,sm_surface,sm_rootzone,sm_profile,soil_water_infiltration_flux,vegetation_greenness_fraction,surface_temp,surface_pressure,SPILL_TYPE,SPILL_VOL,MATERIAL_SEWER_PIPE,AGE_SEWER_PIPE,DIAMETER_OF_SEWER
840255,33.62069,-117.74566000000002,Damage by Others Not Related to CS Construction/Maintenance (Specify Below),Other,-13107386.914317925,3977982.968831775,2017-09-19 15:45:00,0.1341087818145752,0.19950436055660248,0.20253148674964905,0.0,0.9460811018943788,295.2460021972656,100138.078125,Category 3,40.0, ,,
841201,38.53506111,-121.4362361,Root intrusion,Other,-13518219.966503745,4655290.202019415,2017-09-19 17:00:00,0.07545400410890579,0.19089840352535248,0.19380345940589905,3.9412917374193065e-15,0.8830928206443787,292.4525451660156,101338.078125,Category 3,5.0, ,,
840119,35.27573,-120.64922,Pipe Structural Problem/Failure,Other,-13430609.735005638,4201415.169016508,2017-09-20 00:00:00,0.15072602033615112,0.2290618568658829,0.2291533052921295,8.829742492721948e-15,0.9291281700134276,292.314453125,98570.9375,Category 1,2160.0,steel,70.0,6.0
840727,33.78229,-118.3673,Other (specify below),Other,-13176587.562574653,3999606.220052022,2017-09-20 05:00:00,0.1139044240117073,0.18960052728652954,0.1871306449174881,5.511216483178315e-15,0.9474843740463256,290.2747802734375,100904.1640625,Category 1,105.0, ,,
840551,37.419728000000006,-122.106373,Root Intrusion,Other,-13592819.264973527,4497774.06181145,2017-09-22 00:00:00,0.08499530702829361,0.16227731108665466,0.16081492602825165,0.0,0.94236820936203,287.681884765625,98783.7734375,Category 3,24.0, ,,
840225,38.699848,-122.37313600000002,Pipe Structural Problem/Failure,Other,-13622515.186296018,4678768.115582784,2017-09-20 10:10:00,0.11426857113838194,0.2037348747253418,0.20547005534172053,0.0,0.9417163729667664,287.327880859375,97292.546875,Category 1,1000.0,AC,50.0,6.0
840194,38.35316,-122.25132,Root Intrusion,Other,-13608954.691205544,4629436.3079262255,2017-09-20 11:00:00,0.09986427426338196,0.1910395622253418,0.19436165690422053,0.0,0.9378101229667664,286.866943359375,98860.546875,Category 3,3.0,ACP,44.0,4.0
841211,38.49821667,-121.41124170000002,Root intrusion,Other,-13515437.602623064,4650048.176042493,2017-09-20 12:30:00,0.0685732290148735,0.17288838326931,0.17883600294589996,0.0,0.8821917772293091,287.1079406738281,101058.5703125,Category 3,2.0, ,,
840212,38.58197,-121.49832,Other (specify below),Other,-13525131.114638206,4661968.029619119,2017-09-20 13:32:00,0.1344912052154541,0.22824726998806,0.23089899122715,0.0,0.8812152147293091,287.3598937988281,101114.5703125,Category 1,240.0,PVC,26.0,8.0
840113,38.04724,-122.1306982,Other (specify below),Other,-13595527.133850973,4586101.3915860765,2017-09-20 13:44:00,0.0790407583117485,0.15476094186306,0.16125787794589996,2.2544099920196454e-10,0.9356585741043092,287.1587219238281,100002.5703125,Category 3,141.0,AC,,8.0
840168,35.320694,-120.83625,Air Relief Valve (ARV)/Blow-Off Valve (BOV) Failure,Other,-13451429.819368705,4207548.031062298,2017-09-21 00:00:00,0.19129431247711184,0.2529134154319763,0.250602662563324,2.190247982980509e-12,0.9248142242431641,290.18585205078125,99936.703125,Category 3,150.0, ,3.0,2.0
